t,f_LJ,f_C,T_v,E_LJ
1734027753,9.05715e-21,3.28146e-14,3.70464e+10,-4.18798e-21
1734027753,9.05715e-21,2.02296e-14,7.72453e+09,-4.18798e-21
1734027753,8.94451e-21,3.27909e-14,3.72372e+10,-4.20217e-21
1734027753,8.94451e-21,2.03334e-14,7.77845e+09,-4.20217e-21
1734027753,8.82441e-21,3.2767e-14,3.74213e+10,-4.21652e-21
1734027753,8.82441e-21,2.04322e-14,7.83144e+09,-4.21652e-21
1734027753,8.69636e-21,3.27429e-14,3.75982e+10,-4.23098e-21
1734027753,8.69636e-21,2.05261e-14,7.88341e+09,-4.23098e-21
1734027753,8.55985e-21,3.27185e-14,3.77681e+10,-4.24555e-21
1734027753,8.55985e-21,2.06149e-14,7.93437e+09,-4.24555e-21
1734027753,8.41456e-21,3.26938e-14,3.79305e+10,-4.26017e-21
1734027753,8.41456e-21,2.06985e-14,7.98426e+09,-4.26017e-21
1734027753,8.25993e-21,3.26688e-14,3.80856e+10,-4.27483e-21
1734027753,8.25993e-21,2.07767e-14,8.03306e+09,-4.27483e-21
1734027753,8.09534e-21,3.26436e-14,3.82331e+10,-4.28949e-21
1734027753,8.09534e-21,2.08495e-14,8.08074e+09,-4.28949e-21
1734027753,7.92035e-21,3.26182e-14,3.83729e+10,-4.30411e-21
1734027753,7.92035e-21,2.09166e-14,8.12726e+09,-4.30411e-21
1734027753,7.73443e-21,3.25925e-14,3.85048e+10,-4.31866e-21
1734027753,7.73443e-21,2.0978e-14,8.17257e+09,-4.31866e-21
1734027753,7.53706e-21,3.25664e-14,3.86289e+10,-4.3331e-21
1734027753,7.53706e-21,2.10338e-14,8.21668e+09,-4.3331e-21
1734027753,7.32749e-21,3.25402e-14,3.87451e+10,-4.34738e-21
1734027753,7.32749e-21,2.10837e-14,8.25954e+09,-4.34738e-21
1734027753,7.10515e-21,3.25136e-14,3.88532e+10,-4.36146e-21
1734027753,7.10515e-21,2.11277e-14,8.30113e+09,-4.36146e-21
1734027753,6.86941e-21,3.24867e-14,3.89532e+10,-4.37531e-21
1734027753,6.86941e-21,2.11658e-14,8.34141e+09,-4.37531e-21
1734027753,6.61977e-21,3.24596e-14,3.90452e+10,-4.38886e-21
1734027753,6.61977e-21,2.1198e-14,8.38039e+09,-4.38886e-21
1734027753,6.35528e-21,3.24322e-14,3.91289e+10,-4.40206e-21
1734027753,6.35528e-21,2.12242e-14,8.418e+09,-4.40206e-21
1734027753,6.07561e-21,3.24046e-14,3.92046e+10,-4.41488e-21
1734027753,6.07561e-21,2.12445e-14,8.45427e+09,-4.41488e-21
1734027753,5.77975e-21,3.23768e-14,3.92721e+10,-4.42724e-21
1734027753,5.77975e-21,2.12588e-14,8.48916e+09,-4.42724e-21
1734027753,5.46728e-21,3.23487e-14,3.93316e+10,-4.43911e-21
1734027753,5.46728e-21,2.12672e-14,8.52267e+09,-4.43911e-21
1734027753,5.13732e-21,3.23204e-14,3.9383e+10,-4.45041e-21
1734027753,5.13732e-21,2.12698e-14,8.5548e+09,-4.45041e-21
1734027753,4.7892e-21,3.22919e-14,3.94265e+10,-4.46109e-21
1734027753,4.7892e-21,2.12666e-14,8.58549e+09,-4.46109e-21
1734027753,4.42243e-21,3.22632e-14,3.94621e+10,-4.47108e-21
1734027753,4.42243e-21,2.12577e-14,8.6148e+09,-4.47108e-21
1734027753,4.03593e-21,3.22344e-14,3.949e+10,-4.48033e-21
1734027753,4.03593e-21,2.12433e-14,8.6427e+09,-4.48033e-21
1734027753,3.62955e-21,3.22054e-14,3.95104e+10,-4.48878e-21
1734027753,3.62955e-21,2.12235e-14,8.66921e+09,-4.48878e-21
1734027754,3.20208e-21,3.21764e-14,3.95233e+10,-4.49635e-21
1734027754,3.20208e-21,2.11982e-14,8.69432e+09,-4.49635e-21
1734027754,2.75337e-21,3.21471e-14,3.9529e+10,-4.50299e-21
1734027754,2.75337e-21,2.1168e-14,8.71805e+09,-4.50299e-21
1734027754,2.28286e-21,3.21179e-14,3.95277e+10,-4.50863e-21
1734027754,2.28286e-21,2.11328e-14,8.74042e+09,-4.50863e-21
1734027754,1.7894e-21,3.20886e-14,3.95195e+10,-4.5132e-21
1734027754,1.7894e-21,2.10928e-14,8.76142e+09,-4.5132e-21
1734027754,1.2733e-21,3.20593e-14,3.95047e+10,-4.51665e-21
1734027754,1.2733e-21,2.10483e-14,8.7811e+09,-4.51665e-21
1734027754,7.33552e-22,3.20301e-14,3.94837e+10,-4.51892e-21
1734027754,7.33552e-22,2.09995e-14,8.79949e+09,-4.51892e-21
1734027754,1.71544e-22,3.20008e-14,3.94565e+10,-4.51994e-21
1734027754,1.71544e-22,2.09466e-14,8.81659e+09,-4.51994e-21
1734027754,4.16846e-22,3.19717e-14,3.94237e+10,-4.51967e-21
1734027754,4.16846e-22,2.08899e-14,8.83244e+09,-4.51967e-21
1734027754,1.02722e-21,3.19427e-14,3.93854e+10,-4.51805e-21
1734027754,1.02722e-21,2.08296e-14,8.84708e+09,-4.51805e-21
1734027754,1.66234e-21,3.19139e-14,3.9342e+10,-4.51504e-21
1734027754,1.66234e-21,2.0766e-14,8.86054e+09,-4.51504e-21
1734027754,2.3209e-21,3.18853e-14,3.92937e+10,-4.5106e-21
1734027754,2.3209e-21,2.06993e-14,8.87286e+09,-4.5106e-21
1734027754,3.00312e-21,3.18568e-14,3.9241e+10,-4.5047e-21
1734027754,3.00312e-21,2.063e-14,8.88407e+09,-4.5047e-21
1734027754,3.70842e-21,3.18286e-14,3.91843e+10,-4.49731e-21
1734027754,3.70842e-21,2.05582e-14,8.89423e+09,-4.49731e-21
1734027754,4.43604e-21,3.18007e-14,3.91238e+10,-4.48841e-21
1734027754,4.43604e-21,2.04842e-14,8.90336e+09,-4.48841e-21
1734027754,5.1851e-21,3.17732e-14,3.90599e+10,-4.47801e-21
1734027754,5.1851e-21,2.04084e-14,8.91152e+09,-4.47801e-21
1734027754,5.95458e-21,3.1746e-14,3.89931e+10,-4.46611e-21
1734027754,5.95458e-21,2.0331e-14,8.91876e+09,-4.46611e-21
1734027754,6.7431e-21,3.17193e-14,3.89236e+10,-4.45272e-21
1734027754,6.7431e-21,2.02523e-14,8.92513e+09,-4.45272e-21
1734027754,7.54913e-21,3.16929e-14,3.88519e+10,-4.43787e-21
1734027754,7.54913e-21,2.01727e-14,8.93066e+09,-4.43787e-21
1734027754,8.37081e-21,3.1667e-14,3.87783e+10,-4.42162e-21
1734027754,8.37081e-21,2.00924e-14,8.9354e+09,-4.42162e-21
1734027754,9.20616e-21,3.16417e-14,3.87033e+10,-4.40401e-21
1734027754,9.20616e-21,2.00118e-14,8.93942e+09,-4.40401e-21
1734027754,1.00527e-20,3.16169e-14,3.8627e+10,-4.38513e-21
1734027754,1.00527e-20,1.9931e-14,8.94274e+09,-4.38513e-21
1734027754,1.09077e-20,3.15926e-14,3.85501e+10,-4.36506e-21
1734027754,1.09077e-20,1.98505e-14,8.94543e+09,-4.36506e-21
1734027754,1.17685e-20,3.15689e-14,3.84729e+10,-4.34391e-21
1734027754,1.17685e-20,1.97705e-14,8.94754e+09,-4.34391e-21
1734027754,1.26317e-20,3.15459e-14,3.83956e+10,-4.3218e-21
1734027754,1.26317e-20,1.96912e-14,8.9491e+09,-4.3218e-21
1734027754,1.34941e-20,3.15234e-14,3.83186e+10,-4.29887e-21
1734027754,1.34941e-20,1.9613e-14,8.95015e+09,-4.29887e-21
1734027754,1.43517e-20,3.15018e-14,3.82424e+10,-4.27528e-21
1734027754,1.43517e-20,1.9536e-14,8.95076e+09,-4.27528e-21
1734027754,1.52008e-20,3.14808e-14,3.81672e+10,-4.25119e-21
1734027754,1.52008e-20,1.94605e-14,8.95095e+09,-4.25119e-21
1734027754,1.60372e-20,3.14605e-14,3.80933e+10,-4.22679e-21
1734027754,1.60372e-20,1.93869e-14,8.95079e+09,-4.22679e-21
1734027754,1.68565e-20,3.1441e-14,3.80211e+10,-4.20227e-21
1734027754,1.68565e-20,1.93152e-14,8.95031e+09,-4.20227e-21
1734027754,1.76545e-20,3.14223e-14,3.79509e+10,-4.17782e-21
1734027754,1.76545e-20,1.92457e-14,8.94954e+09,-4.17782e-21
1734027754,1.84264e-20,3.14043e-14,3.78829e+10,-4.15368e-21
1734027754,1.84264e-20,1.91787e-14,8.94853e+09,-4.15368e-21
1734027754,1.91678e-20,3.13872e-14,3.78175e+10,-4.13004e-21
1734027754,1.91678e-20,1.91143e-14,8.94732e+09,-4.13004e-21
1734027754,1.9874e-20,3.13708e-14,3.77549e+10,-4.10714e-21
1734027754,1.9874e-20,1.90528e-14,8.94593e+09,-4.10714e-21
1734027754,2.05404e-20,3.13554e-14,3.76954e+10,-4.08518e-21
1734027754,2.05404e-20,1.89942e-14,8.94442e+09,-4.08518e-21
1734027754,2.11628e-20,3.13408e-14,3.76392e+10,-4.0644e-21
1734027754,2.11628e-20,1.89388e-14,8.94282e+09,-4.0644e-21
1734027754,2.17369e-20,3.1327e-14,3.75865e+10,-4.045e-21
1734027754,2.17369e-20,1.88867e-14,8.94114e+09,-4.045e-21
1734027754,2.22587e-20,3.13143e-14,3.75375e+10,-4.02717e-21
1734027754,2.22587e-20,1.88381e-14,8.93943e+09,-4.02717e-21
1734027754,2.27244e-20,3.13023e-14,3.74925e+10,-4.01111e-21
1734027754,2.27244e-20,1.87931e-14,8.93771e+09,-4.01111e-21
1734027754,2.31308e-20,3.12913e-14,3.74516e+10,-3.99698e-21
1734027754,2.31308e-20,1.87517e-14,8.93602e+09,-3.99698e-21
1734027754,2.34748e-20,3.12812e-14,3.7415e+10,-3.98494e-21
1734027754,2.34748e-20,1.87142e-14,8.93437e+09,-3.98494e-21
1734027754,2.37541e-20,3.12721e-14,3.73829e+10,-3.97511e-21
1734027754,2.37541e-20,1.86807e-14,8.93281e+09,-3.97511e-21
1734027754,2.39666e-20,3.1264e-14,3.73553e+10,-3.9676e-21
1734027754,2.39666e-20,1.86511e-14,8.93135e+09,-3.9676e-21
1734027754,2.41106e-20,3.12567e-14,3.73325e+10,-3.9625e-21
1734027754,2.41106e-20,1.86257e-14,8.93001e+09,-3.9625e-21
1734027754,2.41853e-20,3.12505e-14,3.73144e+10,-3.95985e-21
1734027754,2.41853e-20,1.86044e-14,8.92881e+09,-3.95985e-21
1734027754,2.41904e-20,3.12453e-14,3.73013e+10,-3.95967e-21
1734027754,2.41904e-20,1.85873e-14,8.92778e+09,-3.95967e-21
1734027754,2.41258e-20,3.1241e-14,3.72931e+10,-3.96196e-21
1734027754,2.41258e-20,1.85744e-14,8.92693e+09,-3.96196e-21
1734027754,2.39925e-20,3.12377e-14,3.729e+10,-3.96669e-21
1734027754,2.39925e-20,1.85659e-14,8.92628e+09,-3.96669e-21
1734027754,2.37914e-20,3.12355e-14,3.72919e+10,-3.97379e-21
1734027754,2.37914e-20,1.85617e-14,8.92586e+09,-3.97379e-21
1734027754,2.35247e-20,3.12342e-14,3.7299e+10,-3.98319e-21
1734027754,2.35247e-20,1.85618e-14,8.92566e+09,-3.98319e-21
1734027754,2.31944e-20,3.1234e-14,3.73113e+10,-3.99476e-21
1734027754,2.31944e-20,1.85662e-14,8.92572e+09,-3.99476e-21
1734027754,2.28032e-20,3.12348e-14,3.73287e+10,-4.00837e-21
1734027754,2.28032e-20,1.8575e-14,8.92603e+09,-4.00837e-21
1734027754,2.23544e-20,3.12366e-14,3.73512e+10,-4.02388e-21
1734027754,2.23544e-20,1.85881e-14,8.92663e+09,-4.02388e-21
1734027754,2.18514e-20,3.12394e-14,3.73789e+10,-4.0411e-21
1734027754,2.18514e-20,1.86055e-14,8.92748e+09,-4.0411e-21
1734027754,2.12979e-20,3.12433e-14,3.74116e+10,-4.05986e-21
1734027754,2.12979e-20,1.86272e-14,8.92862e+09,-4.05986e-21
1734027754,2.06979e-20,3.12482e-14,3.74494e+10,-4.07995e-21
1734027754,2.06979e-20,1.86531e-14,8.93007e+09,-4.07995e-21
1734027754,2.00557e-20,3.12542e-14,3.74921e+10,-4.10118e-21
1734027754,2.00557e-20,1.86831e-14,8.93179e+09,-4.10118e-21
1734027754,1.93755e-20,3.12611e-14,3.75397e+10,-4.12334e-21
1734027754,1.93755e-20,1.87173e-14,8.9338e+09,-4.12334e-21
1734027754,1.86617e-20,3.12691e-14,3.75922e+10,-4.14622e-21
1734027754,1.86617e-20,1.87555e-14,8.93612e+09,-4.14622e-21
1734027754,1.79189e-20,3.12782e-14,3.76493e+10,-4.16961e-21
1734027754,1.79189e-20,1.87977e-14,8.93871e+09,-4.16961e-21
1734027754,1.71512e-20,3.12883e-14,3.7711e+10,-4.1933e-21
1734027754,1.71512e-20,1.88437e-14,8.94159e+09,-4.1933e-21
1734027755,1.63631e-20,3.12993e-14,3.77772e+10,-4.21711e-21
1734027755,1.63631e-20,1.88936e-14,8.94475e+09,-4.21711e-21
1734027755,1.55588e-20,3.13116e-14,3.78476e+10,-4.24083e-21
1734027755,1.55588e-20,1.8947e-14,8.94818e+09,-4.24083e-21
1734027755,1.47422e-20,3.13247e-14,3.79221e+10,-4.26429e-21
1734027755,1.47422e-20,1.90041e-14,8.95185e+09,-4.26429e-21
1734027755,1.39174e-20,3.13389e-14,3.80007e+10,-4.28733e-21
1734027755,1.39174e-20,1.90646e-14,8.95576e+09,-4.28733e-21
1734027755,1.30878e-20,3.13541e-14,3.8083e+10,-4.30978e-21
1734027755,1.30878e-20,1.91284e-14,8.95988e+09,-4.30978e-21
1734027755,1.2257e-20,3.13702e-14,3.81689e+10,-4.3315e-21
1734027755,1.2257e-20,1.91953e-14,8.96421e+09,-4.3315e-21
1734027755,1.14281e-20,3.13874e-14,3.82582e+10,-4.35238e-21
1734027755,1.14281e-20,1.92653e-14,8.9687e+09,-4.35238e-21
1734027755,1.06042e-20,3.14055e-14,3.83507e+10,-4.37229e-21
1734027755,1.06042e-20,1.93381e-14,8.97335e+09,-4.37229e-21
1734027755,9.78781e-21,3.14245e-14,3.8446e+10,-4.39114e-21
1734027755,9.78781e-21,1.94136e-14,8.97811e+09,-4.39114e-21
1734027755,8.98149e-21,3.14445e-14,3.85441e+10,-4.40885e-21
1734027755,8.98149e-21,1.94916e-14,8.98297e+09,-4.40885e-21
1734027755,8.18742e-21,3.14654e-14,3.86445e+10,-4.42534e-21
1734027755,8.18742e-21,1.9572e-14,8.98788e+09,-4.42534e-21
1734027755,7.40747e-21,3.14872e-14,3.87471e+10,-4.44056e-21
1734027755,7.40747e-21,1.96544e-14,8.99281e+09,-4.44056e-21
1734027755,6.64333e-21,3.15099e-14,3.88517e+10,-4.45447e-21
1734027755,6.64333e-21,1.97388e-14,8.99774e+09,-4.45447e-21
1734027755,5.89664e-21,3.15334e-14,3.89577e+10,-4.46705e-21
1734027755,5.89664e-21,1.98249e-14,9.00259e+09,-4.46705e-21
1734027755,5.16846e-21,3.15577e-14,3.90651e+10,-4.47826e-21
1734027755,5.16846e-21,1.99125e-14,9.00735e+09,-4.47826e-21
1734027755,4.45982e-21,3.15828e-14,3.91733e+10,-4.4881e-21
1734027755,4.45982e-21,2.00014e-14,9.01196e+09,-4.4881e-21
1734027755,3.77155e-21,3.16088e-14,3.92823e+10,-4.49659e-21
1734027755,3.77155e-21,2.00912e-14,9.01637e+09,-4.49659e-21
1734027755,3.10431e-21,3.16354e-14,3.93915e+10,-4.50372e-21
1734027755,3.10431e-21,2.01819e-14,9.02055e+09,-4.50372e-21
1734027755,2.4587e-21,3.16629e-14,3.95007e+10,-4.50951e-21
1734027755,2.4587e-21,2.0273e-14,9.02442e+09,-4.50951e-21
1734027755,1.83503e-21,3.16909e-14,3.96096e+10,-4.514e-21
1734027755,1.83503e-21,2.03645e-14,9.02797e+09,-4.514e-21
1734027755,1.23362e-21,3.17196e-14,3.97176e+10,-4.51722e-21
1734027755,1.23362e-21,2.0456e-14,9.0311e+09,-4.51722e-21
1734027755,6.53755e-22,3.17488e-14,3.98246e+10,-4.5192e-21
1734027755,6.53755e-22,2.05472e-14,9.03377e+09,-4.5192e-21
1734027755,9.90408e-23,3.17787e-14,3.99302e+10,-4.51998e-21
1734027755,9.90408e-23,2.06378e-14,9.03595e+09,-4.51998e-21
1734027755,4.38153e-22,3.18091e-14,4.00339e+10,-4.51962e-21
1734027755,4.38153e-22,2.07277e-14,9.03756e+09,-4.51962e-21
1734027755,9.52912e-22,3.184e-14,4.01354e+10,-4.51816e-21
1734027755,9.52912e-22,2.08164e-14,9.03854e+09,-4.51816e-21
1734027755,1.44497e-21,3.18714e-14,4.02342e+10,-4.51565e-21
1734027755,1.44497e-21,2.09037e-14,9.03883e+09,-4.51565e-21
1734027755,1.91609e-21,3.19031e-14,4.03301e+10,-4.51215e-21
1734027755,1.91609e-21,2.09894e-14,9.03839e+09,-4.51215e-21
1734027755,2.36694e-21,3.19352e-14,4.04227e+10,-4.50771e-21
1734027755,2.36694e-21,2.10731e-14,9.03716e+09,-4.50771e-21
1734027755,2.79754e-21,3.19677e-14,4.05116e+10,-4.50239e-21
1734027755,2.79754e-21,2.11544e-14,9.03506e+09,-4.50239e-21
1734027755,3.20842e-21,3.20005e-14,4.05965e+10,-4.49625e-21
1734027755,3.20842e-21,2.12333e-14,9.03207e+09,-4.49625e-21
1734027755,3.60028e-21,3.20335e-14,4.06768e+10,-4.48934e-21
1734027755,3.60028e-21,2.13094e-14,9.02811e+09,-4.48934e-21
1734027755,3.97382e-21,3.20667e-14,4.07524e+10,-4.48171e-21
1734027755,3.97382e-21,2.13823e-14,9.02312e+09,-4.48171e-21
1734027755,4.32925e-21,3.21002e-14,4.08228e+10,-4.47343e-21
1734027755,4.32925e-21,2.14518e-14,9.01708e+09,-4.47343e-21
1734027755,4.66755e-21,3.21337e-14,4.08877e+10,-4.46454e-21
1734027755,4.66755e-21,2.15177e-14,9.00991e+09,-4.46454e-21
1734027755,4.98897e-21,3.21674e-14,4.09468e+10,-4.4551e-21
1734027755,4.98897e-21,2.15796e-14,9.00158e+09,-4.4551e-21
1734027755,5.29449e-21,3.22011e-14,4.09998e+10,-4.44517e-21
1734027755,5.29449e-21,2.16373e-14,8.99205e+09,-4.44517e-21
1734027755,5.58443e-21,3.22347e-14,4.10462e+10,-4.4348e-21
1734027755,5.58443e-21,2.16907e-14,8.98124e+09,-4.4348e-21
1734027755,5.85957e-21,3.22684e-14,4.10859e+10,-4.42402e-21
1734027755,5.85957e-21,2.17394e-14,8.96915e+09,-4.42402e-21
1734027755,6.12053e-21,3.2302e-14,4.11186e+10,-4.4129e-21
1734027755,6.12053e-21,2.17832e-14,8.95573e+09,-4.4129e-21
1734027755,6.36773e-21,3.23356e-14,4.1144e+10,-4.40147e-21
1734027755,6.36773e-21,2.18219e-14,8.94093e+09,-4.40147e-21
1734027755,6.60186e-21,3.2369e-14,4.11618e+10,-4.38978e-21
1734027755,6.60186e-21,2.18553e-14,8.92474e+09,-4.38978e-21
1734027755,6.82356e-21,3.24022e-14,4.11719e+10,-4.37788e-21
1734027755,6.82356e-21,2.18833e-14,8.90713e+09,-4.37788e-21
1734027755,7.03329e-21,3.24353e-14,4.11741e+10,-4.3658e-21
1734027755,7.03329e-21,2.19057e-14,8.88807e+09,-4.3658e-21
1734027755,7.23153e-21,3.24682e-14,4.11681e+10,-4.35358e-21
1734027755,7.23153e-21,2.19222e-14,8.86755e+09,-4.35358e-21
1734027755,7.419e-21,3.25007e-14,4.11537e+10,-4.34127e-21
1734027755,7.419e-21,2.1933e-14,8.84553e+09,-4.34127e-21
1734027755,7.59614e-21,3.25331e-14,4.11309e+10,-4.32888e-21
1734027755,7.59614e-21,2.19376e-14,8.82204e+09,-4.32888e-21
1734027755,7.76328e-21,3.25651e-14,4.10994e+10,-4.31647e-21
1734027755,7.76328e-21,2.19362e-14,8.79701e+09,-4.31647e-21
1734027755,7.92106e-21,3.25968e-14,4.10592e+10,-4.30406e-21
1734027755,7.92106e-21,2.19286e-14,8.77048e+09,-4.30406e-21
1734027755,8.06994e-21,3.26283e-14,4.10103e+10,-4.29167e-21
1734027755,8.06994e-21,2.19147e-14,8.74244e+09,-4.29167e-21
1734027755,8.21024e-21,3.26593e-14,4.09525e+10,-4.27935e-21
1734027755,8.21024e-21,2.18946e-14,8.71288e+09,-4.27935e-21
1734027755,8.34256e-21,3.26901e-14,4.08858e+10,-4.26711e-21
1734027755,8.34256e-21,2.18682e-14,8.68183e+09,-4.26711e-21
1734027755,8.4671e-21,3.27203e-14,4.08101e+10,-4.25498e-21
1734027755,8.4671e-21,2.18355e-14,8.64925e+09,-4.25498e-21
1734027755,8.58437e-21,3.27503e-14,4.07256e+10,-4.24299e-21
1734027755,8.58437e-21,2.17965e-14,8.61519e+09,-4.24299e-21
1734027755,8.69483e-21,3.27799e-14,4.06321e+10,-4.23116e-21
1734027755,8.69483e-21,2.17511e-14,8.57966e+09,-4.23116e-21
1734027755,8.79864e-21,3.2809e-14,4.05297e+10,-4.2195e-21
1734027755,8.79864e-21,2.16997e-14,8.54267e+09,-4.2195e-21
1734027755,8.89621e-21,3.28378e-14,4.04184e+10,-4.20804e-21
1734027755,8.89621e-21,2.1642e-14,8.50422e+09,-4.20804e-21
1734027755,8.98788e-21,3.28661e-14,4.02984e+10,-4.1968e-21
1734027755,8.98788e-21,2.15783e-14,8.46437e+09,-4.1968e-21
1734027755,9.07392e-21,3.28941e-14,4.01696e+10,-4.1858e-21
1734027755,9.07392e-21,2.15086e-14,8.4231e+09,-4.1858e-21
1734027755,9.15464e-21,3.29217e-14,4.00324e+10,-4.17504e-21
1734027755,9.15464e-21,2.1433e-14,8.38049e+09,-4.17504e-21
1734027755,9.2304e-21,3.29488e-14,3.98865e+10,-4.16455e-21
1734027755,9.2304e-21,2.13516e-14,8.33651e+09,-4.16455e-21
1734027756,9.30133e-21,3.29755e-14,3.97323e+10,-4.15435e-21
1734027756,9.30133e-21,2.12646e-14,8.29122e+09,-4.15435e-21
1734027756,9.36776e-21,3.30019e-14,3.95697e+10,-4.14444e-21
1734027756,9.36776e-21,2.1172e-14,8.24465e+09,-4.14444e-21
1734027756,9.42986e-21,3.30279e-14,3.93991e+10,-4.13483e-21
1734027756,9.42986e-21,2.1074e-14,8.19681e+09,-4.13483e-21
1734027756,9.48786e-21,3.30536e-14,3.92204e+10,-4.12554e-21
1734027756,9.48786e-21,2.09708e-14,8.14776e+09,-4.12554e-21
1734027756,9.54205e-21,3.30788e-14,3.9034e+10,-4.11658e-21
1734027756,9.54205e-21,2.08626e-14,8.09752e+09,-4.11658e-21
1734027756,9.59251e-21,3.31037e-14,3.88399e+10,-4.10796e-21
1734027756,9.59251e-21,2.07494e-14,8.04612e+09,-4.10796e-21
1734027756,9.63958e-21,3.31282e-14,3.86383e+10,-4.09969e-21
1734027756,9.63958e-21,2.06316e-14,7.99359e+09,-4.09969e-21
1734027756,9.68324e-21,3.31524e-14,3.84294e+10,-4.09177e-21
1734027756,9.68324e-21,2.05091e-14,7.93998e+09,-4.09177e-21
1734027756,9.72374e-21,3.31762e-14,3.82134e+10,-4.08422e-21
1734027756,9.72374e-21,2.03824e-14,7.88531e+09,-4.08422e-21
1734027756,9.76136e-21,3.31997e-14,3.79904e+10,-4.07703e-21
1734027756,9.76136e-21,2.02513e-14,7.82963e+09,-4.07703e-21
1734027756,9.79596e-21,3.3223e-14,3.77606e+10,-4.07023e-21
1734027756,9.79596e-21,2.01163e-14,7.77296e+09,-4.07023e-21
1734027756,9.82796e-21,3.32459e-14,3.75243e+10,-4.06381e-21
1734027756,9.82796e-21,1.99774e-14,7.71535e+09,-4.06381e-21
1734027756,9.85728e-21,3.32685e-14,3.72816e+10,-4.05778e-21
1734027756,9.85728e-21,1.98349e-14,7.65682e+09,-4.05778e-21
1734027756,9.88412e-21,3.32909e-14,3.70327e+10,-4.05215e-21
1734027756,9.88412e-21,1.9689e-14,7.59742e+09,-4.05215e-21
1734027756,9.90861e-21,3.3313e-14,3.67778e+10,-4.04692e-21
1734027756,9.90861e-21,1.95396e-14,7.53716e+09,-4.04692e-21
1734027756,9.93072e-21,3.33348e-14,3.65172e+10,-4.04209e-21
1734027756,9.93072e-21,1.93873e-14,7.4761e+09,-4.04209e-21
1734027756,9.95074e-21,3.33562e-14,3.62509e+10,-4.03767e-21
1734027756,9.95074e-21,1.92322e-14,7.41425e+09,-4.03767e-21
1734027756,9.96853e-21,3.33776e-14,3.59792e+10,-4.03366e-21
1734027756,9.96853e-21,1.90742e-14,7.35166e+09,-4.03366e-21
1734027756,9.98434e-21,3.33987e-14,3.57024e+10,-4.03006e-21
1734027756,9.98434e-21,1.89137e-14,7.28837e+09,-4.03006e-21
1734027756,9.99808e-21,3.34196e-14,3.54205e+10,-4.02688e-21
1734027756,9.99808e-21,1.87508e-14,7.22439e+09,-4.02688e-21
1734027756,1.00099e-20,3.34401e-14,3.51339e+10,-4.02412e-21
1734027756,1.00099e-20,1.85859e-14,7.15977e+09,-4.02412e-21
1734027756,1.00199e-20,3.34606e-14,3.48426e+10,-4.02178e-21
1734027756,1.00199e-20,1.84188e-14,7.09454e+09,-4.02178e-21
1734027756,1.00279e-20,3.34808e-14,3.4547e+10,-4.01987e-21
1734027756,1.00279e-20,1.82499e-14,7.02872e+09,-4.01987e-21
1734027756,1.00341e-20,3.35008e-14,3.42471e+10,-4.01837e-21
1734027756,1.00341e-20,1.80793e-14,6.96235e+09,-4.01837e-21
1734027756,1.00386e-20,3.35206e-14,3.39433e+10,-4.0173e-21
1734027756,1.00386e-20,1.79073e-14,6.89546e+09,-4.0173e-21
1734027756,1.00412e-20,3.35403e-14,3.36356e+10,-4.01666e-21
1734027756,1.00412e-20,1.77338e-14,6.82808e+09,-4.01666e-21
1734027756,1.00421e-20,3.35596e-14,3.33244e+10,-4.01645e-21
1734027756,1.00421e-20,1.75594e-14,6.76025e+09,-4.01645e-21
1734027756,1.00413e-20,3.35788e-14,3.30097e+10,-4.01666e-21
1734027756,1.00413e-20,1.73838e-14,6.69198e+09,-4.01666e-21
1734027756,1.00386e-20,3.3598e-14,3.26919e+10,-4.01729e-21
1734027756,1.00386e-20,1.72072e-14,6.62333e+09,-4.01729e-21
1734027756,1.00342e-20,3.36167e-14,3.2371e+10,-4.01835e-21
1734027756,1.00342e-20,1.703e-14,6.55429e+09,-4.01835e-21
1734027756,1.0028e-20,3.36354e-14,3.20472e+10,-4.01984e-21
1734027756,1.0028e-20,1.68523e-14,6.48492e+09,-4.01984e-21
1734027756,1.00199e-20,3.36538e-14,3.17209e+10,-4.02175e-21
1734027756,1.00199e-20,1.66741e-14,6.41525e+09,-4.02175e-21
1734027756,1.00101e-20,3.36721e-14,3.13921e+10,-4.02408e-21
1734027756,1.00101e-20,1.64957e-14,6.3453e+09,-4.02408e-21
1734027756,9.99829e-21,3.36901e-14,3.10612e+10,-4.02683e-21
1734027756,9.99829e-21,1.6317e-14,6.2751e+09,-4.02683e-21
1734027756,9.98455e-21,3.37081e-14,3.07281e+10,-4.03e-21
1734027756,9.98455e-21,1.61383e-14,6.20469e+09,-4.03e-21
1734027756,9.96882e-21,3.37258e-14,3.03933e+10,-4.03359e-21
1734027756,9.96882e-21,1.59598e-14,6.13409e+09,-4.03359e-21
1734027756,9.95109e-21,3.37433e-14,3.00567e+10,-4.03758e-21
1734027756,9.95109e-21,1.57815e-14,6.06332e+09,-4.03758e-21
1734027756,9.93121e-21,3.37605e-14,2.97188e+10,-4.04199e-21
1734027756,9.93121e-21,1.56036e-14,5.99243e+09,-4.04199e-21
1734027756,9.90911e-21,3.37775e-14,2.93796e+10,-4.04681e-21
1734027756,9.90911e-21,1.54262e-14,5.92144e+09,-4.04681e-21
1734027756,9.88475e-21,3.37946e-14,2.90393e+10,-4.05202e-21
1734027756,9.88475e-21,1.52492e-14,5.85039e+09,-4.05202e-21
