t,f_LJ,f_C,T_v,E_LJ
1734027775,2.29998e-21,4.34588e-14,1.47937e+11,-4.50844e-21
1734027775,2.29998e-21,3.43353e-14,3.20754e+10,-4.50844e-21
1734027775,2.527e-21,4.34726e-14,1.48314e+11,-4.50586e-21
1734027775,2.527e-21,3.48709e-14,3.21602e+10,-4.50586e-21
1734027775,2.747e-21,4.3486e-14,1.48693e+11,-4.50308e-21
1734027775,2.747e-21,3.5421e-14,3.22457e+10,-4.50308e-21
1734027775,2.95988e-21,4.34994e-14,1.49071e+11,-4.5001e-21
1734027775,2.95988e-21,3.59848e-14,3.23314e+10,-4.5001e-21
1734027775,3.16577e-21,4.35125e-14,1.49445e+11,-4.49694e-21
1734027775,3.16577e-21,3.65608e-14,3.24165e+10,-4.49694e-21
1734027775,3.36489e-21,4.35246e-14,1.4981e+11,-4.49362e-21
1734027775,3.36489e-21,3.71477e-14,3.25002e+10,-4.49362e-21
1734027775,3.55701e-21,4.3536e-14,1.50163e+11,-4.49015e-21
1734027775,3.55701e-21,3.77439e-14,3.25817e+10,-4.49015e-21
1734027775,3.74264e-21,4.35461e-14,1.505e+11,-4.48655e-21
1734027775,3.74264e-21,3.83478e-14,3.26602e+10,-4.48655e-21
1734027775,3.92164e-21,4.35549e-14,1.50819e+11,-4.48284e-21
1734027775,3.92164e-21,3.89573e-14,3.27349e+10,-4.48284e-21
1734027775,4.09401e-21,4.35617e-14,1.51113e+11,-4.47903e-21
1734027775,4.09401e-21,3.95706e-14,3.28049e+10,-4.47903e-21
1734027775,4.25991e-21,4.35661e-14,1.51381e+11,-4.47512e-21
1734027775,4.25991e-21,4.01858e-14,3.28693e+10,-4.47512e-21
1734027775,4.41958e-21,4.35682e-14,1.51616e+11,-4.47115e-21
1734027775,4.41958e-21,4.08001e-14,3.29272e+10,-4.47115e-21
1734027775,4.57307e-21,4.35678e-14,1.51815e+11,-4.46713e-21
1734027775,4.57307e-21,4.14108e-14,3.29777e+10,-4.46713e-21
1734027775,4.72039e-21,4.35633e-14,1.51975e+11,-4.46306e-21
1734027775,4.72039e-21,4.20163e-14,3.30198e+10,-4.46306e-21
1734027775,4.8618e-21,4.35564e-14,1.52091e+11,-4.45896e-21
1734027775,4.8618e-21,4.26124e-14,3.30528e+10,-4.45896e-21
1734027775,4.99739e-21,4.35455e-14,1.52158e+11,-4.45485e-21
1734027775,4.99739e-21,4.31967e-14,3.30755e+10,-4.45485e-21
1734027775,5.12722e-21,4.35303e-14,1.52172e+11,-4.45074e-21
1734027775,5.12722e-21,4.37665e-14,3.30873e+10,-4.45074e-21
1734027775,5.2513e-21,4.35107e-14,1.52131e+11,-4.44664e-21
1734027775,5.2513e-21,4.43184e-14,3.30871e+10,-4.44664e-21
1734027775,5.37004e-21,4.34866e-14,1.5203e+11,-4.44256e-21
1734027775,5.37004e-21,4.48494e-14,3.30743e+10,-4.44256e-21
1734027775,5.4834e-21,4.34574e-14,1.51866e+11,-4.43852e-21
1734027775,5.4834e-21,4.53566e-14,3.30482e+10,-4.43852e-21
1734027775,5.59145e-21,4.34233e-14,1.51636e+11,-4.43453e-21
1734027775,5.59145e-21,4.58365e-14,3.30079e+10,-4.43453e-21
1734027775,5.69439e-21,4.33835e-14,1.51337e+11,-4.4306e-21
1734027775,5.69439e-21,4.62866e-14,3.29528e+10,-4.4306e-21
1734027775,5.79235e-21,4.33378e-14,1.50966e+11,-4.42674e-21
1734027775,5.79235e-21,4.67041e-14,3.28824e+10,-4.42674e-21
1734027775,5.88535e-21,4.32868e-14,1.50522e+11,-4.42296e-21
1734027775,5.88535e-21,4.70857e-14,3.27965e+10,-4.42296e-21
1734027775,5.9735e-21,4.32299e-14,1.50003e+11,-4.41928e-21
1734027775,5.9735e-21,4.74295e-14,3.26945e+10,-4.41928e-21
1734027775,6.0569e-21,4.31664e-14,1.49409e+11,-4.41569e-21
1734027775,6.0569e-21,4.77334e-14,3.25761e+10,-4.41569e-21
1734027775,6.13574e-21,4.30979e-14,1.48738e+11,-4.41222e-21
1734027775,6.13574e-21,4.79946e-14,3.24415e+10,-4.41222e-21
1734027775,6.21008e-21,4.30225e-14,1.47991e+11,-4.40886e-21
1734027775,6.21008e-21,4.82128e-14,3.22904e+10,-4.40886e-21
1734027775,6.27998e-21,4.29418e-14,1.47168e+11,-4.40563e-21
1734027775,6.27998e-21,4.83855e-14,3.21231e+10,-4.40563e-21
1734027776,6.34557e-21,4.28543e-14,1.46271e+11,-4.40253e-21
1734027776,6.34557e-21,4.85133e-14,3.19398e+10,-4.40253e-21
1734027776,6.40689e-21,4.27612e-14,1.45302e+11,-4.39957e-21
1734027776,6.40689e-21,4.85948e-14,3.17408e+10,-4.39957e-21
1734027776,6.46405e-21,4.26632e-14,1.44262e+11,-4.39677e-21
1734027776,6.46405e-21,4.86291e-14,3.15267e+10,-4.39677e-21
1734027776,6.51705e-21,4.25588e-14,1.43154e+11,-4.39412e-21
1734027776,6.51705e-21,4.86181e-14,3.1298e+10,-4.39412e-21
1734027776,6.56611e-21,4.24496e-14,1.41982e+11,-4.39162e-21
1734027776,6.56611e-21,4.85615e-14,3.10554e+10,-4.39162e-21
1734027776,6.6112e-21,4.23353e-14,1.40749e+11,-4.3893e-21
1734027776,6.6112e-21,4.84604e-14,3.07996e+10,-4.3893e-21
1734027776,6.6524e-21,4.22159e-14,1.39459e+11,-4.38715e-21
1734027776,6.6524e-21,4.83165e-14,3.05315e+10,-4.38715e-21
1734027776,6.68968e-21,4.20925e-14,1.38117e+11,-4.38517e-21
1734027776,6.68968e-21,4.81307e-14,3.0252e+10,-4.38517e-21
1734027776,6.72322e-21,4.19649e-14,1.36726e+11,-4.38337e-21
1734027776,6.72322e-21,4.79055e-14,2.9962e+10,-4.38337e-21
1734027776,6.75306e-21,4.18333e-14,1.35292e+11,-4.38176e-21
1734027776,6.75306e-21,4.76428e-14,2.96625e+10,-4.38176e-21
1734027776,6.77916e-21,4.16986e-14,1.33819e+11,-4.38033e-21
1734027776,6.77916e-21,4.73447e-14,2.93547e+10,-4.38033e-21
1734027776,6.80165e-21,4.15605e-14,1.32311e+11,-4.37909e-21
1734027776,6.80165e-21,4.70138e-14,2.90393e+10,-4.37909e-21
1734027776,6.82048e-21,4.14197e-14,1.30775e+11,-4.37805e-21
1734027776,6.82048e-21,4.66527e-14,2.87176e+10,-4.37805e-21
1734027776,6.83566e-21,4.12768e-14,1.29214e+11,-4.3772e-21
1734027776,6.83566e-21,4.62636e-14,2.83905e+10,-4.3772e-21
1734027776,6.84734e-21,4.11316e-14,1.27633e+11,-4.37655e-21
1734027776,6.84734e-21,4.58498e-14,2.8059e+10,-4.37655e-21
1734027776,6.85542e-21,4.09847e-14,1.26037e+11,-4.37609e-21
1734027776,6.85542e-21,4.54135e-14,2.77241e+10,-4.37609e-21
1734027776,6.86001e-21,4.08369e-14,1.2443e+11,-4.37584e-21
1734027776,6.86001e-21,4.49569e-14,2.73868e+10,-4.37584e-21
1734027776,6.86104e-21,4.0688e-14,1.22816e+11,-4.37578e-21
1734027776,6.86104e-21,4.44832e-14,2.70478e+10,-4.37578e-21
1734027776,6.85848e-21,4.0538e-14,1.21199e+11,-4.37592e-21
1734027776,6.85848e-21,4.39949e-14,2.67081e+10,-4.37592e-21
1734027776,6.85245e-21,4.03878e-14,1.19584e+11,-4.37626e-21
1734027776,6.85245e-21,4.3494e-14,2.63685e+10,-4.37626e-21
1734027776,6.84283e-21,4.02377e-14,1.17972e+11,-4.3768e-21
1734027776,6.84283e-21,4.29824e-14,2.60296e+10,-4.3768e-21
1734027776,6.82972e-21,4.00876e-14,1.16367e+11,-4.37753e-21
1734027776,6.82972e-21,4.2463e-14,2.56922e+10,-4.37753e-21
1734027776,6.81297e-21,3.99377e-14,1.14773e+11,-4.37846e-21
1734027776,6.81297e-21,4.19375e-14,2.53569e+10,-4.37846e-21
1734027776,6.79268e-21,3.97885e-14,1.13192e+11,-4.37959e-21
1734027776,6.79268e-21,4.14075e-14,2.50242e+10,-4.37959e-21
1734027776,6.76881e-21,3.96402e-14,1.11626e+11,-4.3809e-21
1734027776,6.76881e-21,4.08749e-14,2.46947e+10,-4.3809e-21
1734027776,6.74122e-21,3.94926e-14,1.10076e+11,-4.3824e-21
1734027776,6.74122e-21,4.03414e-14,2.43687e+10,-4.3824e-21
1734027776,6.71008e-21,3.93465e-14,1.08547e+11,-4.38408e-21
1734027776,6.71008e-21,3.9808e-14,2.40468e+10,-4.38408e-21
1734027776,6.675e-21,3.92017e-14,1.07037e+11,-4.38595e-21
1734027776,6.675e-21,3.92763e-14,2.37292e+10,-4.38595e-21
1734027776,6.63637e-21,3.90583e-14,1.0555e+11,-4.38799e-21
1734027776,6.63637e-21,3.87475e-14,2.34163e+10,-4.38799e-21
1734027776,6.59379e-21,3.89165e-14,1.04086e+11,-4.3902e-21
1734027776,6.59379e-21,3.82224e-14,2.31082e+10,-4.3902e-21
1734027776,6.54741e-21,3.87763e-14,1.02647e+11,-4.39258e-21
1734027776,6.54741e-21,3.77023e-14,2.28053e+10,-4.39258e-21
1734027776,6.49702e-21,3.86377e-14,1.01232e+11,-4.39512e-21
1734027776,6.49702e-21,3.71878e-14,2.25077e+10,-4.39512e-21
1734027776,6.44277e-21,3.85017e-14,9.98428e+10,-4.39782e-21
1734027776,6.44277e-21,3.66788e-14,2.22155e+10,-4.39782e-21
1734027776,6.38432e-21,3.83667e-14,9.84799e+10,-4.40067e-21
1734027776,6.38432e-21,3.61777e-14,2.19288e+10,-4.40067e-21
1734027776,6.32179e-21,3.82342e-14,9.71436e+10,-4.40366e-21
1734027776,6.32179e-21,3.56835e-14,2.16479e+10,-4.40366e-21
1734027776,6.25516e-21,3.81037e-14,9.5834e+10,-4.40678e-21
1734027776,6.25516e-21,3.51971e-14,2.13726e+10,-4.40678e-21
1734027776,6.18419e-21,3.79753e-14,9.45513e+10,-4.41004e-21
1734027776,6.18419e-21,3.47189e-14,2.1103e+10,-4.41004e-21
1734027776,6.10884e-21,3.78488e-14,9.32955e+10,-4.41341e-21
1734027776,6.10884e-21,3.42493e-14,2.08391e+10,-4.41341e-21
1734027776,6.02907e-21,3.77248e-14,9.20666e+10,-4.4169e-21
1734027776,6.02907e-21,3.37882e-14,2.0581e+10,-4.4169e-21
1734027776,5.94469e-21,3.76029e-14,9.08642e+10,-4.42049e-21
1734027776,5.94469e-21,3.33358e-14,2.03285e+10,-4.42049e-21
1734027776,5.85587e-21,3.74828e-14,8.96884e+10,-4.42418e-21
1734027776,5.85587e-21,3.28928e-14,2.00817e+10,-4.42418e-21
1734027776,5.76215e-21,3.7365e-14,8.85389e+10,-4.42795e-21
1734027776,5.76215e-21,3.24589e-14,1.98405e+10,-4.42795e-21
1734027776,5.66367e-21,3.72497e-14,8.74154e+10,-4.43179e-21
1734027776,5.66367e-21,3.20339e-14,1.96049e+10,-4.43179e-21
1734027776,5.56029e-21,3.71361e-14,8.63173e+10,-4.4357e-21
1734027776,5.56029e-21,3.16182e-14,1.93747e+10,-4.4357e-21
1734027776,5.452e-21,3.70248e-14,8.52444e+10,-4.43966e-21
1734027776,5.452e-21,3.12117e-14,1.91499e+10,-4.43966e-21
1734027776,5.3385e-21,3.69158e-14,8.41963e+10,-4.44366e-21
1734027776,5.3385e-21,3.08141e-14,1.89304e+10,-4.44366e-21
1734027776,5.21972e-21,3.68088e-14,8.31725e+10,-4.44769e-21
1734027776,5.21972e-21,3.04256e-14,1.8716e+10,-4.44769e-21
1734027776,5.09583e-21,3.67037e-14,8.21727e+10,-4.45175e-21
1734027776,5.09583e-21,3.00462e-14,1.85068e+10,-4.45175e-21
1734027776,4.96631e-21,3.6601e-14,8.11962e+10,-4.4558e-21
1734027776,4.96631e-21,2.96753e-14,1.83026e+10,-4.4558e-21
1734027776,4.83144e-21,3.65003e-14,8.02425e+10,-4.45986e-21
1734027776,4.83144e-21,2.93133e-14,1.81033e+10,-4.45986e-21
1734027776,4.6909e-21,3.64014e-14,7.93112e+10,-4.46389e-21
1734027776,4.6909e-21,2.89599e-14,1.79087e+10,-4.46389e-21
1734027776,4.54464e-21,3.63047e-14,7.84018e+10,-4.46789e-21
1734027776,4.54464e-21,2.86148e-14,1.77188e+10,-4.46789e-21
1734027776,4.39255e-21,3.62099e-14,7.75138e+10,-4.47184e-21
1734027776,4.39255e-21,2.82782e-14,1.75335e+10,-4.47184e-21
1734027776,4.23467e-21,3.61168e-14,7.66467e+10,-4.47573e-21
1734027776,4.23467e-21,2.79498e-14,1.73526e+10,-4.47573e-21
1734027776,4.07067e-21,3.60261e-14,7.57998e+10,-4.47955e-21
1734027776,4.07067e-21,2.7629e-14,1.71761e+10,-4.47955e-21
1734027776,3.90068e-21,3.59371e-14,7.49729e+10,-4.48329e-21
1734027776,3.90068e-21,2.73162e-14,1.70038e+10,-4.48329e-21
1734027776,3.72444e-21,3.58498e-14,7.41653e+10,-4.48692e-21
1734027776,3.72444e-21,2.70111e-14,1.68356e+10,-4.48692e-21
1734027776,3.54221e-21,3.57643e-14,7.33765e+10,-4.49043e-21
1734027776,3.54221e-21,2.67135e-14,1.66714e+10,-4.49043e-21
1734027776,3.35342e-21,3.56808e-14,7.26062e+10,-4.49381e-21
1734027776,3.35342e-21,2.6423e-14,1.65112e+10,-4.49381e-21
1734027776,3.15846e-21,3.55989e-14,7.18537e+10,-4.49705e-21
1734027776,3.15846e-21,2.61398e-14,1.63548e+10,-4.49705e-21
1734027777,2.95728e-21,3.55185e-14,7.11186e+10,-4.50013e-21
1734027777,2.95728e-21,2.58638e-14,1.6202e+10,-4.50013e-21
1734027777,2.74955e-21,3.54401e-14,7.04006e+10,-4.50304e-21
1734027777,2.74955e-21,2.55942e-14,1.60528e+10,-4.50304e-21
1734027777,2.5353e-21,3.53634e-14,6.96991e+10,-4.50576e-21
1734027777,2.5353e-21,2.53312e-14,1.59072e+10,-4.50576e-21
1734027777,2.31486e-21,3.52882e-14,6.90135e+10,-4.50828e-21
1734027777,2.31486e-21,2.50749e-14,1.57649e+10,-4.50828e-21
1734027777,2.08793e-21,3.52145e-14,6.83437e+10,-4.51059e-21
1734027777,2.08793e-21,2.4825e-14,1.56259e+10,-4.51059e-21
1734027777,1.8544e-21,3.51424e-14,6.76891e+10,-4.51267e-21
1734027777,1.8544e-21,2.45811e-14,1.54901e+10,-4.51267e-21
1734027777,1.61487e-21,3.50717e-14,6.70493e+10,-4.51452e-21
1734027777,1.61487e-21,2.43433e-14,1.53574e+10,-4.51452e-21
1734027777,1.36877e-21,3.50026e-14,6.64239e+10,-4.51611e-21
1734027777,1.36877e-21,2.41113e-14,1.52278e+10,-4.51611e-21
1734027777,1.11676e-21,3.49351e-14,6.58125e+10,-4.51745e-21
1734027777,1.11676e-21,2.38848e-14,1.5101e+10,-4.51745e-21
1734027777,8.58535e-22,3.48688e-14,6.52148e+10,-4.51851e-21
1734027777,8.58535e-22,2.3664e-14,1.49771e+10,-4.51851e-21
1734027777,5.94245e-22,3.48041e-14,6.46304e+10,-4.5193e-21
1734027777,5.94245e-22,2.34486e-14,1.4856e+10,-4.5193e-21
1734027777,3.24187e-22,3.47405e-14,6.40588e+10,-4.51979e-21
1734027777,3.24187e-22,2.32385e-14,1.47375e+10,-4.51979e-21
1734027777,5.29396e-23,3.46786e-14,6.34999e+10,-4.52e-21
1734027777,5.29396e-23,2.30333e-14,1.46216e+10,-4.52e-21
1734027777,2.30758e-22,3.46177e-14,6.29532e+10,-4.5199e-21
1734027777,2.30758e-22,2.28334e-14,1.45082e+10,-4.5199e-21
1734027777,5.17347e-22,3.45582e-14,6.24184e+10,-4.51949e-21
1734027777,5.17347e-22,2.26381e-14,1.43973e+10,-4.51949e-21
1734027777,8.08954e-22,3.45e-14,6.18951e+10,-4.51878e-21
1734027777,8.08954e-22,2.24476e-14,1.42887e+10,-4.51878e-21
1734027777,1.10414e-21,3.4443e-14,6.13832e+10,-4.51776e-21
1734027777,1.10414e-21,2.22616e-14,1.41824e+10,-4.51776e-21
1734027777,1.40365e-21,3.43871e-14,6.08823e+10,-4.51642e-21
1734027777,1.40365e-21,2.20803e-14,1.40783e+10,-4.51642e-21
1734027777,1.70725e-21,3.43324e-14,6.0392e+10,-4.51478e-21
1734027777,1.70725e-21,2.19032e-14,1.39764e+10,-4.51478e-21
1734027777,2.01449e-21,3.42788e-14,5.99122e+10,-4.51283e-21
1734027777,2.01449e-21,2.17305e-14,1.38765e+10,-4.51283e-21
1734027777,2.32422e-21,3.42264e-14,5.94425e+10,-4.51058e-21
1734027777,2.32422e-21,2.15618e-14,1.37787e+10,-4.51058e-21
1734027777,2.6369e-21,3.41752e-14,5.89827e+10,-4.50803e-21
1734027777,2.6369e-21,2.13971e-14,1.36828e+10,-4.50803e-21
1734027777,2.95135e-21,3.4125e-14,5.85325e+10,-4.50519e-21
1734027777,2.95135e-21,2.12363e-14,1.35888e+10,-4.50519e-21
1734027777,3.26728e-21,3.40757e-14,5.80917e+10,-4.50208e-21
1734027777,3.26728e-21,2.10794e-14,1.34965e+10,-4.50208e-21
1734027777,3.58409e-21,3.40275e-14,5.76599e+10,-4.4987e-21
1734027777,3.58409e-21,2.09262e-14,1.34061e+10,-4.4987e-21
1734027777,3.90122e-21,3.39803e-14,5.72371e+10,-4.49507e-21
1734027777,3.90122e-21,2.07766e-14,1.33174e+10,-4.49507e-21
1734027777,4.21792e-21,3.39342e-14,5.6823e+10,-4.49121e-21
1734027777,4.21792e-21,2.06305e-14,1.32303e+10,-4.49121e-21
1734027777,4.53352e-21,3.38889e-14,5.64173e+10,-4.48713e-21
1734027777,4.53352e-21,2.04878e-14,1.31448e+10,-4.48713e-21
1734027777,4.84751e-21,3.38444e-14,5.60198e+10,-4.48285e-21
1734027777,4.84751e-21,2.03486e-14,1.30609e+10,-4.48285e-21
1734027777,5.15882e-21,3.3801e-14,5.56305e+10,-4.4784e-21
1734027777,5.15882e-21,2.02125e-14,1.29784e+10,-4.4784e-21
1734027777,5.46702e-21,3.37583e-14,5.52489e+10,-4.47379e-21
1734027777,5.46702e-21,2.00797e-14,1.28974e+10,-4.47379e-21
1734027777,5.77102e-21,3.37167e-14,5.48749e+10,-4.46905e-21
1734027777,5.77102e-21,1.99499e-14,1.28178e+10,-4.46905e-21
1734027777,6.0703e-21,3.36758e-14,5.45084e+10,-4.46422e-21
1734027777,6.0703e-21,1.98231e-14,1.27396e+10,-4.46422e-21
1734027777,6.36377e-21,3.36358e-14,5.41492e+10,-4.4593e-21
1734027777,6.36377e-21,1.96992e-14,1.26626e+10,-4.4593e-21
1734027777,6.65071e-21,3.35966e-14,5.3797e+10,-4.45434e-21
1734027777,6.65071e-21,1.95782e-14,1.25869e+10,-4.45434e-21
1734027777,6.93043e-21,3.3558e-14,5.34517e+10,-4.44937e-21
1734027777,6.93043e-21,1.946e-14,1.25124e+10,-4.44937e-21
1734027777,7.20182e-21,3.35205e-14,5.31132e+10,-4.44441e-21
1734027777,7.20182e-21,1.93444e-14,1.24391e+10,-4.44441e-21
1734027777,7.46429e-21,3.34835e-14,5.27813e+10,-4.43949e-21
1734027777,7.46429e-21,1.92315e-14,1.23669e+10,-4.43949e-21
1734027777,7.71684e-21,3.34472e-14,5.24557e+10,-4.43464e-21
1734027777,7.71684e-21,1.91212e-14,1.22959e+10,-4.43464e-21
1734027777,7.95865e-21,3.34118e-14,5.21365e+10,-4.42991e-21
1734027777,7.95865e-21,1.90133e-14,1.22259e+10,-4.42991e-21
1734027777,8.18896e-21,3.33768e-14,5.18234e+10,-4.42531e-21
1734027777,8.18896e-21,1.8908e-14,1.21569e+10,-4.42531e-21
1734027777,8.40706e-21,3.33428e-14,5.15163e+10,-4.42087e-21
1734027777,8.40706e-21,1.88049e-14,1.20889e+10,-4.42087e-21
1734027777,8.61208e-21,3.33092e-14,5.12149e+10,-4.41664e-21
1734027777,8.61208e-21,1.87042e-14,1.20218e+10,-4.41664e-21
1734027777,8.80342e-21,3.32763e-14,5.09193e+10,-4.41263e-21
1734027777,8.80342e-21,1.86057e-14,1.19557e+10,-4.41263e-21
1734027777,8.98032e-21,3.32441e-14,5.06293e+10,-4.40887e-21
1734027777,8.98032e-21,1.85094e-14,1.18905e+10,-4.40887e-21
1734027777,9.14208e-21,3.32126e-14,5.03447e+10,-4.4054e-21
1734027777,9.14208e-21,1.84152e-14,1.18262e+10,-4.4054e-21
1734027777,9.28829e-21,3.31816e-14,5.00653e+10,-4.40222e-21
1734027777,9.28829e-21,1.8323e-14,1.17627e+10,-4.40222e-21
1734027777,9.41818e-21,3.3151e-14,4.97911e+10,-4.39937e-21
1734027777,9.41818e-21,1.8233e-14,1.17e+10,-4.39937e-21
1734027777,9.53155e-21,3.31212e-14,4.95221e+10,-4.39687e-21
1734027777,9.53155e-21,1.81448e-14,1.16381e+10,-4.39687e-21
1734027777,9.6278e-21,3.3092e-14,4.92579e+10,-4.39473e-21
1734027777,9.6278e-21,1.80584e-14,1.1577e+10,-4.39473e-21
1734027777,9.70665e-21,3.30632e-14,4.89986e+10,-4.39297e-21
1734027777,9.70665e-21,1.7974e-14,1.15166e+10,-4.39297e-21
1734027777,9.76774e-21,3.3035e-14,4.8744e+10,-4.39159e-21
1734027777,9.76774e-21,1.78914e-14,1.14569e+10,-4.39159e-21
1734027777,9.8109e-21,3.30074e-14,4.84941e+10,-4.39062e-21
1734027777,9.8109e-21,1.78105e-14,1.1398e+10,-4.39062e-21
1734027777,9.83615e-21,3.29802e-14,4.82486e+10,-4.39005e-21
1734027777,9.83615e-21,1.77313e-14,1.13397e+10,-4.39005e-21
1734027777,9.8432e-21,3.29535e-14,4.80075e+10,-4.38989e-21
1734027777,9.8432e-21,1.76538e-14,1.12821e+10,-4.38989e-21
1734027777,9.83209e-21,3.29273e-14,4.77707e+10,-4.39014e-21
1734027777,9.83209e-21,1.75779e-14,1.12251e+10,-4.39014e-21
1734027777,9.80297e-21,3.29016e-14,4.75381e+10,-4.3908e-21
1734027777,9.80297e-21,1.75035e-14,1.11687e+10,-4.3908e-21
1734027777,9.75597e-21,3.28765e-14,4.73096e+10,-4.39186e-21
1734027777,9.75597e-21,1.74306e-14,1.1113e+10,-4.39186e-21
1734027777,9.69134e-21,3.28517e-14,4.70852e+10,-4.39331e-21
1734027777,9.69134e-21,1.73593e-14,1.10579e+10,-4.39331e-21
1734027777,9.6093e-21,3.28273e-14,4.68647e+10,-4.39514e-21
1734027777,9.6093e-21,1.72894e-14,1.10034e+10,-4.39514e-21
1734027778,9.51021e-21,3.28035e-14,4.6648e+10,-4.39734e-21
1734027778,9.51021e-21,1.72208e-14,1.09494e+10,-4.39734e-21
1734027778,9.3945e-21,3.278e-14,4.6435e+10,-4.39989e-21
1734027778,9.3945e-21,1.71536e-14,1.0896e+10,-4.39989e-21
1734027778,9.26268e-21,3.27571e-14,4.62257e+10,-4.40278e-21
1734027778,9.26268e-21,1.70876e-14,1.08432e+10,-4.40278e-21
1734027778,9.11529e-21,3.27345e-14,4.602e+10,-4.40597e-21
1734027778,9.11529e-21,1.7023e-14,1.07909e+10,-4.40597e-21
1734027778,8.95281e-21,3.27123e-14,4.58178e+10,-4.40946e-21
1734027778,8.95281e-21,1.69596e-14,1.07392e+10,-4.40946e-21
1734027778,8.776e-21,3.26906e-14,4.56189e+10,-4.41321e-21
1734027778,8.776e-21,1.68973e-14,1.0688e+10,-4.41321e-21
1734027778,8.58544e-21,3.26692e-14,4.54235e+10,-4.41719e-21
1734027778,8.58544e-21,1.68362e-14,1.06373e+10,-4.41719e-21
1734027778,8.38194e-21,3.26483e-14,4.52312e+10,-4.42139e-21
1734027778,8.38194e-21,1.67762e-14,1.05871e+10,-4.42139e-21
1734027778,8.16609e-21,3.26277e-14,4.50422e+10,-4.42577e-21
1734027778,8.16609e-21,1.67173e-14,1.05374e+10,-4.42577e-21
1734027778,7.93882e-21,3.26075e-14,4.48563e+10,-4.4303e-21
1734027778,7.93882e-21,1.66594e-14,1.04882e+10,-4.4303e-21
1734027778,7.70075e-21,3.25877e-14,4.46734e+10,-4.43495e-21
1734027778,7.70075e-21,1.66026e-14,1.04395e+10,-4.43495e-21
1734027778,7.45283e-21,3.25683e-14,4.44935e+10,-4.4397e-21
1734027778,7.45283e-21,1.65467e-14,1.03913e+10,-4.4397e-21
1734027778,7.19579e-21,3.25493e-14,4.43166e+10,-4.44452e-21
1734027778,7.19579e-21,1.64918e-14,1.03437e+10,-4.44452e-21
1734027778,6.93043e-21,3.25306e-14,4.41424e+10,-4.44937e-21
1734027778,6.93043e-21,1.64378e-14,1.02964e+10,-4.44937e-21
1734027778,6.65756e-21,3.25124e-14,4.3971e+10,-4.45423e-21
1734027778,6.65756e-21,1.63846e-14,1.02497e+10,-4.45423e-21
1734027778,6.37806e-21,3.24945e-14,4.38024e+10,-4.45906e-21
1734027778,6.37806e-21,1.63323e-14,1.02034e+10,-4.45906e-21
1734027778,6.09277e-21,3.24769e-14,4.36363e+10,-4.46385e-21
1734027778,6.09277e-21,1.62809e-14,1.01576e+10,-4.46385e-21
1734027778,5.80226e-21,3.24597e-14,4.34729e+10,-4.46856e-21
1734027778,5.80226e-21,1.62301e-14,1.01123e+10,-4.46856e-21
1734027778,5.50762e-21,3.24427e-14,4.3312e+10,-4.47317e-21
1734027778,5.50762e-21,1.61803e-14,1.00674e+10,-4.47317e-21
1734027778,5.20937e-21,3.24263e-14,4.31536e+10,-4.47766e-21
1734027778,5.20937e-21,1.61311e-14,1.0023e+10,-4.47766e-21
1734027778,4.90841e-21,3.24101e-14,4.29976e+10,-4.482e-21
1734027778,4.90841e-21,1.60827e-14,9.9791e+09,-4.482e-21
1734027778,4.60529e-21,3.23942e-14,4.28439e+10,-4.48617e-21
1734027778,4.60529e-21,1.6035e-14,9.93562e+09,-4.48617e-21
1734027778,4.30083e-21,3.23788e-14,4.26926e+10,-4.49016e-21
1734027778,4.30083e-21,1.59879e-14,9.8926e+09,-4.49016e-21
1734027778,3.99562e-21,3.23636e-14,4.25435e+10,-4.49395e-21
1734027778,3.99562e-21,1.59415e-14,9.85004e+09,-4.49395e-21
1734027778,3.69023e-21,3.23488e-14,4.23965e+10,-4.49751e-21
1734027778,3.69023e-21,1.58957e-14,9.80791e+09,-4.49751e-21
1734027778,3.38544e-21,3.23343e-14,4.22518e+10,-4.50085e-21
1734027778,3.38544e-21,1.58505e-14,9.76626e+09,-4.50085e-21
1734027778,3.08166e-21,3.23201e-14,4.21091e+10,-4.50394e-21
1734027778,3.08166e-21,1.5806e-14,9.72503e+09,-4.50394e-21
1734027778,2.7797e-21,3.23063e-14,4.19685e+10,-4.50677e-21
1734027778,2.7797e-21,1.57619e-14,9.68427e+09,-4.50677e-21
1734027778,2.47941e-21,3.22927e-14,4.18298e+10,-4.50935e-21
1734027778,2.47941e-21,1.57184e-14,9.64394e+09,-4.50935e-21
1734027778,2.18211e-21,3.22796e-14,4.16932e+10,-4.51165e-21
1734027778,2.18211e-21,1.56754e-14,9.60408e+09,-4.51165e-21
1734027778,1.88772e-21,3.22667e-14,4.15584e+10,-4.51367e-21
1734027778,1.88772e-21,1.56329e-14,9.56463e+09,-4.51367e-21
1734027778,1.59655e-21,3.22542e-14,4.14256e+10,-4.51541e-21
1734027778,1.59655e-21,1.5591e-14,9.52564e+09,-4.51541e-21
1734027778,1.30912e-21,3.2242e-14,4.12945e+10,-4.51688e-21
1734027778,1.30912e-21,1.55494e-14,9.48709e+09,-4.51688e-21
1734027778,1.02585e-21,3.223e-14,4.11652e+10,-4.51806e-21
1734027778,1.02585e-21,1.55083e-14,9.44895e+09,-4.51806e-21
1734027778,7.46804e-22,3.22184e-14,4.10376e+10,-4.51896e-21
1734027778,7.46804e-22,1.54677e-14,9.41126e+09,-4.51896e-21
