t,f_v,fc_v,t_v
1733963283,10.486765759999999,158615102.7,55559.65737214709
1733963283,13.206692330000001,131019523.6,84135.1883769888
1733963283,10.488090819999998,190641802.89999998,61329.35596934609
1733963283,0.00011738224700000001,394988340.00000006,297238.26015660894
1733963283,10.560547509999997,189920849.79999998,26007.28938083692
1733963283,10.524289049999998,247148384.29999998,388339.8253583639
1733963283,10.487428289999999,131263455.1,105291.95948047051
1733963283,10.48706691,165575281.49999994,85260.09816637979
1733963283,0.5870744582999999,250447181.39999992,481844.4236586029
1733963283,10.524228820000001,159304133.89999998,146798.711548161
1733963283,0.4804035144999999,232130636.1,504315.4038870022
1733963283,10.524108359999998,219791918.29999998,26195.076740840097
1733963283,0.4798740928,287126649.1,708345.4129459537
1733963283,13.206692330000001,94246097.10000001,420914.8340176372
1733963283,0.5875069096999999,105919875.69999999,46404.24238463857
1733963283,10.523867439999997,184979580.6,455527.98568241997
1733963283,0.4793440688,320799435.2,399796.56789081753
1733963283,0.4793440688,277382037.40000004,62526.840583859084
1733963283,0.4793440688,206865957.99999997,167401.898013351
1733963283,13.20711394,88795282.10000001,33524.22689284807
1733963283,10.524228820000001,188675293.39999995,205898.810805843
1733963283,13.206391179999997,168748197.9,860677.9549096671
1733963283,10.560848659999998,166125783.7,410595.09707876167
1733963283,10.48772944,148201335.7,213882.04156926295
1733963283,10.523746979999999,300603713.90000004,91773.08393086994
1733963283,13.248010110000001,139393300.49999997,228010.94884336126
1733963283,13.20699348,64343106.699999996,36515.72086502962
1733963283,0.33894733650000003,225059031.8,1555762.3345319398
1733963283,10.48772944,83789566.8,129786.97094282773
1733963283,10.48766921,214610933.7,88878.96118239373
1733963283,0.5870744582999999,205020510.79999998,516523.09426273196
1733963283,13.248010110000001,175678261.70000002,107329.09450229775
1733963283,14.49302444,67060684.29999999,97112.77668922111
1733963283,0.4793440688,197806161.39999998,266914.0790598
1733963283,14.493385819999997,35955924.70999999,105349.41455035874
1733963283,10.524529969999998,257097175.69999996,226431.43841327546
1733963283,10.48772944,121652553.99999999,297969.04832624027
1733963283,13.206873019999998,139634822.8,165484.71304971148
1733963283,13.24788965,92345238.29999998,4728.743768702601
1733963283,10.48736806,272195632.09999996,101384.00674438725
1733963283,13.247468039999996,91509848.2,56177.24897426167
1733963283,0.33894733650000003,314775230.59999996,169266.66782551346
1733963283,13.206511639999997,195510796.1,203522.9932667797
1733963283,13.247588499999999,131545331.49999999,120034.728817059
1733963283,10.56127027,238351190.5,442087.5312632984
1733963283,0.33894733650000003,148648844.6,79687.2587823242
1733963283,10.523987900000002,170399102.19999993,136146.339994143
1733963283,0.5870744582999999,149834171.0,412276.41386075463
1733963283,10.56000544,189063174.6,1010322.20439282
1733963283,0.4788134425000001,184129133.00000006,73979.95437505649
1733963283,14.492903979999998,89612603.2,25952.05187504962
1733963283,13.247287349999997,58445324.87,30275.193089851644
1733963283,13.207053709999995,106121646.19999999,18013.978780594425
1733963283,13.206632099999998,58192238.41,177710.54713172175
1733963283,10.48718737,220847147.9,54010.588049265294
1733963283,10.524289049999998,96299337.8,42915.81245710777
1733963283,0.5870744582999999,187938680.49999997,104942.18914272975
1733963283,13.247528269999998,111561619.8,4841.406104867685
1733963283,10.48706691,184311027.6,71588.51308891836
1733963283,13.206812789999995,98085157.30000001,29222.253335373294
1733963283,0.4793440688,270716383.3000001,134306.76977403674
1733963283,10.524048129999999,204854276.0,498987.2021426287
1733963283,13.206511639999997,79104877.39999998,49606.5057447786
1733963283,10.487006679999999,118869325.7,292312.2439014533
1733963283,10.524770889999997,84354524.19999997,117257.73377246024
1733963283,0.5875069096999999,129130710.80000003,1271823.4110789374
1733963283,0.33894733650000003,371187853.2,370533.7936114177
1733963283,10.48736806,99686070.70000002,32313.537692097598
1733963283,14.493446049999998,79627071.49999999,1502268.6405149326
1733963283,13.20699348,151350762.40000004,1124526.755591745
1733963283,14.493265359999995,209184210.7,55303.32712175092
1733963283,13.247708959999997,44123413.86000001,77557.8932535711
1733963283,13.20675256,95155570.1,119228.341871259
1733963283,10.52392767,195941440.6,1538354.4563394825
1733963283,10.56042705,138778352.2,97647.51203265472
1733963283,10.487428289999999,230158705.9,18409.612375877547
1733963283,10.524228820000001,132210270.69999997,30181.450607402396
1733963283,10.524108359999998,204477838.5,228636.9067100385
1733963283,13.20675256,56578375.56,80844.62564628366
1733963283,13.207053709999995,50534174.599999994,5335.166911617847
1733963283,10.48736806,141123708.39999998,234999.2997124005
1733963283,13.207053709999995,243807426.2,136444.703164089
1733963283,13.206571869999996,69401222.1,48914.827342018645
1733963283,0.4798740928,211322375.7,53037.279005684686
1733963283,0.33894733650000003,159080680.59999996,172265.41928020722
1733963283,13.206812789999995,16957033.740000002,31087.325542640465
1733963283,10.524168589999997,99886034.30000001,42193.59214877564
1733963283,0.4798740928,28546731.26,32588.1124471425
1733963283,10.48736806,296271972.2999999,2790582.66463548
1733963283,10.487247599999998,72315149.5,27625.103190848167
1733963283,13.207053709999995,53198207.730000004,71277.14692947135
1733963283,10.524529969999998,1182146256.0,107337.15837175575
1733963283,13.247588499999999,1338262416.0,313483.93316343223
1733963283,10.487006679999999,253558663.19999993,14344.010991890402
1733963283,0.5879393610999999,560698536.6999999,79600.57218565072
1733963283,10.524048129999999,229020358.89999998,24446.0234553999
1733963283,10.523686750000001,56985048.519999996,65623.4672540993
1733963283,0.3396965977,89452391.39999999,119475.29787341024
1733963283,10.524409509999998,82961404.29999998,28109.64094690574
1733963283,13.247648729999998,241796948.8,136584.8128959217
1733963283,10.487849899999999,81683323.70000002,2736.1011466098676
1733963283,10.488090819999998,2562973213.0000005,107503.475679327
1733963283,10.523987900000002,104291858.8,65611.37144991232
1733963283,10.524108359999998,266050967.5,69424.06972802295
1733963283,10.5245902,83095114.89999999,11954.686471484996
1733963283,14.493205129999998,54481829.49,33706.36954423065
1733963283,10.48718737,98450753.39999999,21152.436773648024
1733963283,10.56042705,103190854.4,15686.342861542724
1733963283,0.4793440688,471096774.9,111851.91728455349
1733963283,10.48760898,530580525.20000005,77957.76038031967
1733963283,13.206933249999997,29188783.059999995,24670.501421436973
1733963283,13.206632099999998,62648836.79999998,18200.9597536518
1733963283,13.2481908,228587907.49999997,29339.481837618972
1733963283,10.524289049999998,585494625.4,52157.41004944868
1733963283,10.524529969999998,110187171.19999999,28558.09288713877
1733963283,14.493265359999995,53473699.75,29455.399961077717
1733963283,10.487849899999999,70592571.5,14770.388089482149
1733963283,0.4793440688,68751340.4,49885.9188214983
1733963283,0.5870744582999999,780556708.0000001,23406.691480631926
1733963283,13.248010110000001,486781871.49999994,37579.64764164449
1733963283,13.206873019999998,70994907.9,5961.8706862199615
1733963283,14.492843749999997,42058910.15,7453.5454182344465
1733963283,13.206571869999996,510066187.2,171950.92837134525
1733963283,10.487548749999997,241862599.5,15497.749114593747
1733963283,13.206692330000001,119454159.0,23489.95093278577
1733963283,10.488151049999999,98394739.5,48870.47605999964
